-0.001960711,1.18816104
0.048903402,1.211950067
0.100953279,1.233375037
0.150640966,1.250060689
0.200335655,1.259645765
0.250030344,1.269230841
0.298543939,1.276446258
0.349424391,1.283667277
0.399126083,1.286151778
0.448827775,1.288636279
0.498531801,1.288753921
0.549423924,1.284140648
0.59794919,1.279521773
0.648843647,1.272541642
0.697371247,1.265555908
0.748275041,1.249108343
0.799188172,1.223193345
0.848934213,1.180707537
0.899896362,1.105088512
0.949770784,0.932425493
0.974779187,0.773904803
0.986774537,0.610619585
